x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,label
0.8366731405258179,0.408882737159729,-3.205776408776728e-07,0.8225347399711609,0.5525531768798828,-0.13738754391670227,0.7195905447006226,0.6496306657791138,-0.1949836164712906,0.6149293184280396,0.7121448516845703,-0.2118656188249588,0.5326360464096069,0.7499104738235474,-0.21995115280151367,0.641797661781311,0.44600725173950195,-0.24692417681217194,0.4870227873325348,0.5787087678909302,-0.27694621682167053,0.46435627341270447,0.6828144192695618,-0.266992449760437,0.4699671268463135,0.7479643821716309,-0.25396233797073364,0.6181146502494812,0.38155704736709595,-0.17291231453418732,0.48939353227615356,0.5449571013450623,-0.19656816124916077,0.4992157220840454,0.6574845314025879,-0.17538931965827942,0.5303260087966919,0.7037163376808167,-0.16198188066482544,0.606595516204834,0.3644196093082428,-0.0990850105881691,0.5058091878890991,0.5276597142219543,-0.12306511402130127,0.5313857793807983,0.6132742762565613,-0.11232627928256989,0.5600413084030151,0.6397032141685486,-0.10510304570198059,0.5948172807693481,0.37861186265945435,-0.03178642317652702,0.5336170196533203,0.5075546503067017,-0.055897146463394165,0.5565142631530762,0.5754698514938354,-0.05854787677526474,0.584545910358429,0.5914326906204224,-0.05922997370362282,pinch
0.7015217542648315,0.13728588819503784,-7.001304993536905e-07,0.636782169342041,0.26778048276901245,-0.09301383793354034,0.5263335108757019,0.3693958520889282,-0.1278223693370819,0.41982048749923706,0.4650266170501709,-0.13650181889533997,0.35483941435813904,0.542312502861023,-0.13561215996742249,0.41289469599723816,0.14908751845359802,-0.12768855690956116,0.29475390911102295,0.31901565194129944,-0.12995469570159912,0.2770874500274658,0.4248608350753784,-0.11494295299053192,0.2689197063446045,0.4980906844139099,-0.10286343097686768,0.3883424997329712,0.07449977099895477,-0.07120992988348007,0.24511268734931946,0.2205875664949417,-0.08571011573076248,0.23375436663627625,0.3409520983695984,-0.0786200538277626,0.25201454758644104,0.43254488706588745,-0.07080265879631042,0.3921830952167511,0.04782573878765106,-0.012989744544029236,0.2846384644508362,0.18423277139663696,-0.024668587371706963,0.2853272557258606,0.28509461879730225,-0.026013005524873734,0.3082738518714905,0.35904061794281006,-0.02427300252020359,0.41197532415390015,0.04944288730621338,0.040591541677713394,0.3430509865283966,0.14988788962364197,0.027290569618344307,0.34164607524871826,0.22725650668144226,0.020263884216547012,0.35536321997642517,0.2913016378879547,0.019179973751306534,pinch
0.7016971111297607,0.1309819221496582,-9.040849135999451e-07,0.6160049438476562,0.2553441524505615,-0.09270638227462769,0.5014897584915161,0.3473595976829529,-0.12265683710575104,0.4086851179599762,0.44602078199386597,-0.12623192369937897,0.3582782447338104,0.5379191040992737,-0.12117817997932434,0.3927983045578003,0.10369163751602173,-0.10820487886667252,0.2901758849620819,0.28813114762306213,-0.09885811805725098,0.2843194007873535,0.4049499034881592,-0.08097929507493973,0.2864327132701874,0.4908440113067627,-0.06817703694105148,0.3810865879058838,0.0500631183385849,-0.0451393686234951,0.2789924144744873,0.2451298087835312,-0.04456716030836105,0.2962720990180969,0.3699180483818054,-0.04262101277709007,0.3251524269580841,0.45820945501327515,-0.0439300462603569,0.3889545202255249,0.03933784365653992,0.01975460909307003,0.30472084879875183,0.2180008441209793,0.021666962653398514,0.3242027759552002,0.3200545310974121,0.013917921110987663,0.3556155562400818,0.3929141163825989,0.005433585494756699,0.40313178300857544,0.05136154592037201,0.0800105407834053,0.3438984751701355,0.17010681331157684,0.07373572140932083,0.35184580087661743,0.25222641229629517,0.06255176663398743,0.3685588836669922,0.3153647482395172,0.055706366896629333,pinch
0.6598522663116455,0.12643322348594666,-7.948571578708652e-07,0.5831952095031738,0.251248300075531,-0.0732622742652893,0.476610004901886,0.3377319276332855,-0.09768415987491608,0.3854072690010071,0.42330461740493774,-0.10089898109436035,0.3396870195865631,0.5010584592819214,-0.09631501138210297,0.37744858860969543,0.11962650716304779,-0.09389772266149521,0.27895352244377136,0.2840751111507416,-0.09107954055070877,0.2743138074874878,0.38939282298088074,-0.07628888636827469,0.28043001890182495,0.46460145711898804,-0.06387994438409805,0.36429595947265625,0.06425775587558746,-0.04333675652742386,0.2655404508113861,0.23832283914089203,-0.04869832098484039,0.2855355739593506,0.3530919551849365,-0.04490175098180771,0.31608229875564575,0.4322527050971985,-0.04186796769499779,0.3717200458049774,0.047398656606674194,0.009390946477651596,0.2902734875679016,0.21119612455368042,0.0076310038566589355,0.3091011047363281,0.3092222809791565,0.0040865736082196236,0.3406371474266052,0.38048386573791504,0.0004923812230117619,0.38864752650260925,0.05334700644016266,0.05870599299669266,0.3330109715461731,0.15993286669254303,0.05202731490135193,0.3431802988052368,0.23545366525650024,0.044239506125450134,0.3612384796142578,0.29699236154556274,0.040882594883441925,pinch
0.6345804929733276,0.1558186411857605,-8.263149879894627e-07,0.5539717078208923,0.27572494745254517,-0.06936213374137878,0.45207810401916504,0.35131269693374634,-0.08782809972763062,0.37601977586746216,0.43215733766555786,-0.08502472192049026,0.33395564556121826,0.49683335423469543,-0.07475664466619492,0.35591018199920654,0.11913474649190903,-0.08042775839567184,0.2703479528427124,0.2696864604949951,-0.06655613332986832,0.2710058391094208,0.37193745374679565,-0.04673781245946884,0.28156962990760803,0.4466765522956848,-0.03259711712598801,0.35629767179489136,0.06768392026424408,-0.028139153495430946,0.28049522638320923,0.23769250512123108,-0.02132081612944603,0.30747097730636597,0.334614098072052,-0.01806063950061798,0.3389480412006378,0.3961635231971741,-0.01887957565486431,0.37232300639152527,0.05322788655757904,0.026786187663674355,0.309047132730484,0.21472740173339844,0.03471493348479271,0.33702078461647034,0.2927461862564087,0.029377253726124763,0.3756665289402008,0.34681665897369385,0.021867534145712852,0.39347773790359497,0.06049919128417969,0.0786721482872963,0.3500494062900543,0.17338645458221436,0.07570989429950714,0.3682982921600342,0.24005769193172455,0.06693779677152634,0.39517998695373535,0.29554033279418945,0.062194257974624634,pinch
0.6107884645462036,0.1494525969028473,-6.968478487578977e-07,0.5530015826225281,0.26747193932533264,-0.08546119928359985,0.4615955054759979,0.34481579065322876,-0.11600206047296524,0.3781319558620453,0.4206608831882477,-0.12251760810613632,0.32363361120224,0.48300737142562866,-0.12025108933448792,0.3629569113254547,0.13016219437122345,-0.10661955177783966,0.2727075517177582,0.27060413360595703,-0.10476945340633392,0.26986539363861084,0.36348751187324524,-0.09098222851753235,0.2793996334075928,0.43108275532722473,-0.07965395599603653,0.3519444763660431,0.071159228682518,-0.05204743519425392,0.25857147574424744,0.2257961928844452,-0.05636238679289818,0.28589072823524475,0.3189292550086975,-0.048983197659254074,0.3226953446865082,0.3740389347076416,-0.04336397349834442,0.3588615953922272,0.04862500727176666,0.0033598123118281364,0.2828320860862732,0.19898298382759094,-0.0006252576131373644,0.31371837854385376,0.2767634689807892,-0.0005876110517419875,0.3514873683452606,0.32241034507751465,-0.00045026204315945506,0.3728296756744385,0.049578964710235596,0.05430196598172188,0.3181040287017822,0.14695557951927185,0.04311588406562805,0.3356000781059265,0.2103237509727478,0.035996437072753906,0.3604276478290558,0.2563757598400116,0.03437241539359093,pinch
0.5992575883865356,0.166527658700943,-7.279800229298417e-07,0.5505711436271667,0.28593042492866516,-0.09131219238042831,0.46243956685066223,0.3512476086616516,-0.12668238580226898,0.3747430145740509,0.4178375005722046,-0.13479827344417572,0.31823021173477173,0.4866498112678528,-0.1329094022512436,0.36903494596481323,0.14342787861824036,-0.13330808281898499,0.2655085325241089,0.27746817469596863,-0.1327323615550995,0.2723405063152313,0.37057405710220337,-0.11245425045490265,0.2945477068424225,0.4313555955886841,-0.09693773090839386,0.35060322284698486,0.08625693619251251,-0.07684821635484695,0.2455553114414215,0.2406046837568283,-0.0835014060139656,0.27819404006004333,0.3289088308811188,-0.06823443621397018,0.3166014850139618,0.3687444031238556,-0.057483162730932236,0.35103026032447815,0.06372992694377899,-0.01860474795103073,0.2646671533584595,0.21005447208881378,-0.02167724445462227,0.2977781891822815,0.2848329544067383,-0.01080962922424078,0.3333081007003784,0.3175640106201172,-0.005168762058019638,0.36127230525016785,0.06443621218204498,0.034423794597387314,0.30228191614151,0.16416971385478973,0.023516032844781876,0.3198455572128296,0.2271304428577423,0.02065429650247097,0.34311139583587646,0.26263687014579773,0.021057987585663795,pinch
0.6001684665679932,0.15765166282653809,-7.592458928229462e-07,0.5522140860557556,0.2876604199409485,-0.09037413448095322,0.46073970198631287,0.3561441898345947,-0.12689468264579773,0.36921319365501404,0.41999053955078125,-0.13696131110191345,0.3109893798828125,0.48901301622390747,-0.13699300587177277,0.3678758442401886,0.14014720916748047,-0.13554558157920837,0.27203428745269775,0.2861989438533783,-0.13538296520709991,0.28541380167007446,0.37225812673568726,-0.11344121396541595,0.3100292682647705,0.4130633473396301,-0.09766779094934464,0.3485291600227356,0.07787500321865082,-0.08153652399778366,0.2480057179927826,0.24298742413520813,-0.08983348309993744,0.29040026664733887,0.3177921175956726,-0.06959588080644608,0.33140259981155396,0.3297291398048401,-0.05507853627204895,0.3497248888015747,0.05025801062583923,-0.02571404166519642,0.26391473412513733,0.20804038643836975,-0.03103436343371868,0.3020052909851074,0.2727263271808624,-0.01277859415858984,0.33929988741874695,0.2844650447368622,-0.0017098832176998258,0.36136186122894287,0.04775643348693848,0.024613426998257637,0.3025023341178894,0.15712490677833557,0.011771055869758129,0.3232933580875397,0.21248947083950043,0.012824302539229393,0.34887826442718506,0.23308734595775604,0.01678234338760376,pinch
0.5981481075286865,0.15658459067344666,-8.004038249964651e-07,0.5485333204269409,0.28428730368614197,-0.08832213282585144,0.45576363801956177,0.351227730512619,-0.12444763630628586,0.3643370568752289,0.417219340801239,-0.1343965381383896,0.3091190457344055,0.49181896448135376,-0.13557744026184082,0.37104716897010803,0.1406281590461731,-0.1369362771511078,0.2724512815475464,0.28957587480545044,-0.14016005396842957,0.2804342806339264,0.3827753961086273,-0.12274884432554245,0.30069416761398315,0.43530797958374023,-0.1100667342543602,0.35095053911209106,0.07658331096172333,-0.08405986428260803,0.2499925047159195,0.24227912724018097,-0.09491921216249466,0.28842589259147644,0.325264573097229,-0.08037825673818588,0.32789045572280884,0.35019445419311523,-0.07067514210939407,0.3502005338668823,0.04834051430225372,-0.02868831343948841,0.26471057534217834,0.20674973726272583,-0.035721130669116974,0.30229929089546204,0.27795732021331787,-0.022433821111917496,0.3403083384037018,0.29970312118530273,-0.01542988047003746,0.36033087968826294,0.044680967926979065,0.021743517369031906,0.3022543787956238,0.1568385362625122,0.007277971133589745,0.3242649435997009,0.21389968693256378,0.006206044927239418,0.35069212317466736,0.23841112852096558,0.00810102466493845,pinch
0.5946255922317505,0.15948310494422913,-6.688016469524882e-07,0.548242449760437,0.2799888551235199,-0.07825709879398346,0.45801353454589844,0.34960973262786865,-0.11322319507598877,0.36824557185173035,0.41326668858528137,-0.12558671832084656,0.3140610456466675,0.4792032837867737,-0.1312573403120041,0.38344883918762207,0.14365090429782867,-0.1369112730026245,0.2775830924510956,0.28209811449050903,-0.14991217851638794,0.2721922993659973,0.3739204704761505,-0.13747915625572205,0.2825741469860077,0.4267977476119995,-0.12635275721549988,0.35971707105636597,0.0696144551038742,-0.09361422061920166,0.23175190389156342,0.19910269975662231,-0.12344478070735931,0.24549855291843414,0.30507874488830566,-0.11500047892332077,0.28122320771217346,0.36676788330078125,-0.10229786485433578,0.3572303056716919,0.038918301463127136,-0.046977438032627106,0.2554609775543213,0.1644895076751709,-0.07009371370077133,0.2725502848625183,0.25527697801589966,-0.06348653882741928,0.3053586483001709,0.3052912950515747,-0.053544748574495316,0.3678877353668213,0.03809727728366852,-0.003537573851644993,0.30323636531829834,0.13127809762954712,-0.02539142593741417,0.3099606931209564,0.19959372282028198,-0.029032012447714806,0.32854244112968445,0.24286894500255585,-0.0258382149040699,pinch
